University,Status,Target Major,Term,GRE Verbal,GRE Quantitative,GRE Writing,GRE Total,TOEFL/IELTS,UG College,UG Major,GPA,Papers,Work Exp
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2018,170,149,4,319,94,cankaya university,Civil Engineering,89.1,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2018,154,143,N/A,297,83,"Saraswati College Of Engineering, Kharghar",Automobile Engineering,66.34,0,25 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,158,147,3.5,305,96,"CMR Institute of Technology, Bangalore",ECE,61,0,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2017,148,144,3,292,82,"SES Group Of Institutions Faculty Of Engineering, Diksal",Mechanical Engineering,6.06,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2016,157,154,3,311,99,university of pune,ECE,58,N/A,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2017,160,150,3,310,96,DJ Sanghvi College of Engineering,Mechanical Engineering,6.5,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2016,163,156,4,319,8,Amrita University Coimbatore Campus,ECE,6.35,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2019,163,146,3,309,90,Vishwakarma Institute of Information Technology,Mechanical Engineering,67.7,N/A,6 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2020,157,149,4,306,8,Ljiet,Mechanical Engineering,9,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2019,158,142,3,300,93,MIT College of Engineering,Mechanical Engineering,7.43,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,158,149,4,307,8,Federal Institute Of Science And Technology,Instrumentation Engineering,8.45,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,157,140,3,297,95,Sinhgad College of Engineering,Production Engineering,58.8,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2018,155,146,4,301,102,RV College of Engineering,Mechanical Engineering,7.27,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2020,158,136,3.5,294,7,Mahatma Gandhi Institute of Technology,Metallurgical Engineering,70.19,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2017,162,145,2.5,307,100,Vishwakarma Gov. Engineering college,ECE,8.01,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,155,146,2.5,301,103,New Horizon College Of Engineering,ECE,60,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,161,148,3.5,309,89,Ajay Kumar Garg Engineering College,Civil Engineering,64.88,0,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2019,163,151,3.5,314,104,LJ institute engineering and technology,Mechanical Engineering,69.3,N/A,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2017,155,144,3,299,100,Savitribai Phule Pune University,Mechanical Engineering,73,0,4 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2018,146,139,3.5,285,88,Ramrao Adik Institute of Technology,Instrumentation Engineering,7.34,0,17 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2018,158,146,3,304,7,St. Peters Engineering College,Mechanical Engineering,64.74,N/A,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2017,160,141,3,301,87,Bangalore Institute of Technology,Mechanical Engineering,71,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2019,160,150,N/A,310,7,"St Josephs Institute of Technology,Sholinganallur",Mechanical Engineering,8.7,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,159,153,4,312,106,"Shivajirao S. Jondhale College Of Engineering, Dombivali",Mechanical Engineering,7.46,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2019,155,144,3.5,299,85,Hindustan college of Science and Technology,EEE,59,N/A,34 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2019,157,144,N/A,301,7,Gitam University,Mechanical Engineering,6.94,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2018,163,137,3.5,300,97,SIES Graduate School of Technology,Mechanical Engineering,7.4,N/A,5 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2018,152,153,4,305,8,Manipal University Jaipur,ECE,8.46,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,156,144,3.5,300,99,Christu Jyothi Institute Of Technology And Science,Mechanical Engineering,64.4,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2019,159,149,3,308,104,University of Mumbai,EEE,72,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2019,155,141,3,296,88,Gujarat Technological University,Mechanical Engineering,7.97,N/A,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Fall 2018,159,139,3,298,82,M H saboo siddik college of engineering,Mechanical Engineering,60,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2019,162,142,3,304,96,padmashree dr vitthalrao vikhe patil college a.nagar,Mechanical Engineering,75.33,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2020,161,143,3,304,94,"Vishwakarma Institute of Technology, Pune",Mechanical Engineering,6.73,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2020,151,146,3.5,297,7,Osmania University,EEE,58,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2020,161,148,3,309,7,Sathyabama University,ECE,7.71,1,0 Mo
"University of Wisconsin, Milwaukee",Reject,Engineering,Spring 2017,150,148,2.5,298,90,SRM Easwari,Mechanical Engineering,7.24,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Spring 2018,154,146,3.5,300,N/A,"Madras Institute of Technology (MIT), Chromepet",Computer Science,7.7,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Engineering,Fall 2017,162,152,3,314,89,RUET,Production Engineering,64,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,N/A,N/A,N/A,N/A,115,"SJCE, Mysore",ECE,7.93,N/A,31 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,152,140,3.5,292,83,Marathwada mitramandal's college of engineering Pune,Computer Science,63.2,N/A,18 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,156,138,3.5,294,83,Anna University,EEE,6.5,N/A,16 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,161,140,3,301,6.5,Gokaraju Rangaraju Institute of Engineering and Technology,ECE,7,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,160,142,3,302,6.5,Vishwakarma Gov. Engineering college,EEE,7.18,N/A,28 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,163,152,4,315,103,Maharishi Markandeshwar University,Computer Science,77,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Information Technology Management,Fall 2020,153,142,3,295,7.5,Muffakham Jah College of Engineering and Technology,ECE,75,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Mechanical Engineering,Fall 2015,160,149,N/A,309,99,"BMS Institute Of Technology, Bengaluru",Other,72,0,16 Mo
"University of Wisconsin, Milwaukee",Admit,Mechanical Engineering,Fall 2018,168,160,N/A,328,111,"Gurukul Institute of Engineering & Technology, Kota",Chemical Engineering,90,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Mechanical Engineering,Fall 2016,158,160,N/A,318,114,"Gurukul Institute of Engineering & Technology, Kota",Aeronautical Engineering,81,0,25 Mo
"University of Wisconsin, Milwaukee",Admit,Mechanical Engineering,Fall 2015,163,144,N/A,307,85,"Vishveshvaraya Technological University (VTU), Bengaluru",Mechanical Engineering,64,0,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2020,156,157,4,313,104,K. V. Pendharkar College,Biotechnology,68,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2018,149,141,3,290,6.5,Dr.NTR University Of Health Sciences,Dental,64.5,2,1 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2020,139,140,2.5,279,6.5,"Bhavans Vivekananda College, Osmania University",Microbiology,60,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2019,154,149,3,303,7,KL University,Biotechnology,8.6,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2020,153,154,4,307,8,Gujarat University,Physiotherapy,75,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2019,142,150,4,292,N/A,University of Ghana,Pharmacy,2.88,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Health Informatics,Fall 2019,142,153,3.5,295,87,Government Dental College and Institute,Dental,68.5,N/A,0 Mo
"University of Wisconsin, Milwaukee",Admit,Urban Studies,Fall 2020,146,137,5,283,95,Dr. Baliram College Of Architecture,Architecture,6.9,0,19 Mo
University of Memphis,Reject,Biotechnology,Fall 2012,156,147,3.5,303,100,sathyabama university,Biotechnology,65.5,0,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,161,148,3.5,309,7,CVR College of Engineering,ECE,61.48,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,149,144,2,293,6.5,KL University,Mechanical Engineering,6.75,0,25 Mo
University of Memphis,Reject,Computer Science,Spring 2020,149,141,2.5,290,N/A,CVSR College of Engineering,Computer Science,9.04,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2020,163,143,3,306,6.5,Gitam University,ECE,7.69,N/A,26 Mo
University of Memphis,Admit,Computer Science,Fall 2019,159,140,2.5,299,6.5,Osmania University,Computer Science,73.7,0,31 Mo
University of Memphis,Admit,Computer Science,Fall 2018,155,140,N/A,295,84,LDRP-ITR,Computer Science,69,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,153,141,3,294,88,Gitam University,Computer Science,7.01,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2019,158,144,3,302,N/A,MVSR college of engineering,Computer Science,86,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,156,136,3,292,7,Gitam University,Chemical Engineering,7.4,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,164,143,2.5,307,7,Gokaraju Rangaraju Institute of Engineering and Technology,ECE,9.18,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2020,158,147,3.5,305,7,Sreenidhi Institute of Science and Technology,Computer Science,80,N/A,0 Mo
University of Memphis,Reject,Computer Science,Spring 2016,152,139,3,291,6,Adams Engineering College,Computer Science,61,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2017,158,140,3,298,6.5,"kakatiya institute of technology and sciences, warangal",ECE,73,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2020,147,142,4,289,96,KSIT,Computer Science,61,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2020,158,145,3,303,6,Vidya Jyothi Institute Of Technology,Computer Science,67.12,N/A,31 Mo
University of Memphis,Admit,Computer Science,Fall 2020,148,148,2.5,296,86,"shivaji university,kolhapur",ECE,62,N/A,21 Mo
University of Memphis,Admit,Computer Science,Fall 2020,156,142,3,298,7.5,Guru Nanak Institutions Technical Campus,Computer Science,62.5,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2015,147,141,2,288,N/A,BVC Engineering College,Computer Science,76,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2019,154,145,2.5,299,7,Gitam University,Computer Science,8.23,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2019,159,142,3,301,6.5,Gitam University,ECE,7.35,0,21 Mo
University of Memphis,Admit,Computer Science,Fall 2017,161,144,3,305,105,K. J. Somaiya College of Engineering,Computer Science,8.23,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2018,168,151,N/A,319,7.5,West Bengal University of Technology,Computer Science,7.8,0,21 Mo
University of Memphis,Admit,Computer Science,Spring 2020,160,144,3,304,6,SR Engineering College,Computer Science,7.76,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2020,152,138,3.5,290,7,sreenivasa institute of technology and management studies,ECE,71,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,160,133,3,293,N/A,Chandubhai s patel institute of technology,Computer Science,8.72,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2017,156,141,3,297,6.5,Gitam University,Computer Science,7.2,0,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,159,142,3,301,6.5,L.J.I.E.T.,Computer Science,7.86,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2018,167,139,3,306,6,Gujarat Technological University,Computer Science,7.77,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,160,146,2.5,306,6,LDRP-ITR,Computer Science,70,1,0 Mo
University of Memphis,Admit,Computer Science,Fall 2020,N/A,N/A,N/A,N/A,6,west bengal university of technology,Computer Science,7.6,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2016,158,150,2.5,308,7,Gokaraju Rangaraju Institute of Engineering and Technology,Computer Science,62,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2018,153,143,N/A,296,80,"B.M.S. Institute of Technology, Bangalore",ECE,61.5,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2017,165,150,4,315,91,Vidya Jyothi Institute Of Technology,Computer Science,70,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2017,149,145,3.5,294,82,Bhabha College of Engineering,Computer Science,51,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2019,167,153,4.5,320,116,"Institute of Engineering, Pulchowk Campus",ECE,70.66,N/A,19 Mo
University of Memphis,Admit,Computer Science,Spring 2017,157,139,3,296,6.5,Gitam University,Information Technology,8.11,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2020,154,140,4,294,6,Sri Indu College Of Engineering And Technology,Computer Science,7.1,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2020,146,160,3,306,N/A,Sree Vidyanikethan Engineering College,Computer Science,6.5,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2018,164,139,2.5,303,7,gandhinagar institute of technology,Computer Science,7.5,N/A,0 Mo
University of Memphis,Admit,Computer Science,Spring 2020,154,141,3,295,6.5,Gitam University,ECE,7,N/A,25 Mo
University of Memphis,Admit,Computer Science,Fall 2019,153,143,3.5,296,7.5,LDRP-ITR,Computer Science,6.5,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2017,159,138,3,297,6.5,Gitam University,Information Technology,77.4,N/A,0 Mo
University of Memphis,Admit,Computer Science,Fall 2018,153,142,3.5,295,93,Sreenidhi Institute of Science and Technology,ECE,72.3,0,0 Mo
University of Memphis,Admit,Computer Science,Fall 2013,161,146,4,307,100,Bharath University,Computer Science,7.16,0,0 Mo
University of Memphis,Admit,Computer Science,Fall 2011,158,135,2.5,293,110,JNTUH,Computer Science,73.4,0,0 Mo
University of Memphis,Reject,Computer Science,Spring 2016,152,139,N/A,291,6,"Adams Engineering College, Khammam",Computer Science,61,0,25 Mo
University of Memphis,Admit,Computer Science,Fall 2013,159,144,3,303,82,West Bengal University of Technology,Computer Science,8.45,0,0 Mo
University of Memphis,Admit,Civil Engineering,Fall 2018,168,157,4,325,111,Brindavan College Of Engg,Civil Engineering,81.9,0,12 Mo
University of Memphis,Admit,Civil Engineering,Fall 2018,170,150,3.5,320,107,Brindavan College Of Engg,Civil Engineering,88.25,N/A,0 Mo
University of Memphis,Admit,Civil Engineering,Spring 2016,158,140,3,298,6,"Rajeev Gandhi Memorial College of Engineering and Technology,Nandyal",Civil Engineering,72,N/A,0 Mo
University of Memphis,Admit,Civil Engineering,Spring 2018,162,154,3.5,316,95,kec,Civil Engineering,78.23,0,20 Mo
University of Memphis,Reject,Civil Engineering,Fall 2019,164,152,3,316,98,"Institute of Engineering, Tribhuwan University",Civil Engineering,70.54,N/A,17 Mo
University of Memphis,Admit,Civil Engineering,Fall 2019,166,151,3,317,98,IOE Pulchowk Campus,Civil Engineering,69,N/A,0 Mo
University of Memphis,Admit,Civil Engineering,Spring 2016,158,140,N/A,298,6,"Rajeev Gandhi Memorial College of Engineering and Technology,Nandyal, Nand",Civil Engineering,72,0,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,158,134,2,292,N/A,Mahatma Gandhi Institute of Technology,ECE,73.05,N/A,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,149,150,3,299,7.5,JBIT,Computer Science,68,N/A,24 Mo
University of Memphis,Admit,Information Systems,Spring 2020,N/A,N/A,N/A,N/A,7.5,NIT Puducherry,ECE,6,N/A,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,159,135,2.5,294,6,"kakatiya institute of technology and sciences, warangal",Instrumentation Engineering,82.5,0,25 Mo
University of Memphis,Admit,Information Systems,Spring 2019,147,134,N/A,281,6.5,vignan university,Mechanical Engineering,7.5,N/A,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,157,132,3,289,6,Sreenidhi Institute of Science and Technology,Computer Science,81,N/A,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,140,140,4,280,7,MVSR Engineering College,ECE,62,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2020,158,133,2.5,291,7,"kakatiya institute of technology and sciences, warangal",ECE,88,N/A,0 Mo
University of Memphis,Admit,Information Systems,Spring 2020,150,133,2,283,6,R.M.K Engineering college,Computer Science,7.2,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2020,N/A,N/A,N/A,N/A,6,KL University,Computer Science,8.2,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2019,160,137,3,297,6,Vellore Institute of Technology,ECE,7.21,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2020,155,132,2.5,287,6,sree nidhi institute of science and technology,ECE,74.54,N/A,15 Mo
University of Memphis,Admit,Information Systems,Fall 2020,168,149,4,317,103,IIIT Delhi,ECE,6.24,0,20 Mo
University of Memphis,Admit,Information Systems,Fall 2020,159,140,3,299,6.5,JNTU KAKINADA UNIVERSITY,Computer Science,73.32,N/A,29 Mo
University of Memphis,Admit,Information Systems,Spring 2020,157,134,N/A,291,6.5,RVR & JC College of Engineering,Mechanical Engineering,7.5,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2020,163,144,3.5,307,7.5,bit mesra,Computer Science,64,N/A,0 Mo
University of Memphis,Admit,Information Systems,Fall 2020,162,142,3,304,7.5,Bharat Institute Of Engineering And Technology,Computer Science,7.03,0,0 Mo
University of Memphis,Admit,Information Systems,Fall 2019,155,157,4,312,8,Ghulam Ishaq Khan Institute of Engineering Sciences and Technology,EEE,70,N/A,11 Mo
University of Memphis,Reject,Mechanical Engineering,Spring 2018,138,147,2.5,285,6,Dhanekula Institute of engineering and technology,Mechanical Engineering,69.3,0,0 Mo
University of Memphis,Admit,Mechanical Engineering,Fall 2018,151,151,3.5,302,6.5,Sastra University,Mechanical Engineering,6.9,N/A,0 Mo
University of Memphis,Reject,MIS,Fall 2015,161,144,3,305,79,Gitam University,ECE,8.3,0,0 Mo
University of Memphis,Admit,MIS,Fall -1,151,N/A,N/A,N/A,108,Punjab Technical University,Computer Science,66,0,0 Mo
University of Memphis,Admit,MIS,Fall 2013,157,140,N/A,297,86,"Vellore Institute of Technology (VIT University), Vellore",Information Technology,7.53,0,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,165,163,3.5,328,112,Savitribai Phule Pune University,ECE,60,N/A,17 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,161,151,2.5,312,N/A,R V College of Engineering,Computer Science,9.11,0,30 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,160,153,3,313,N/A,Haldia Institute of Technology,Information Technology,7.93,2,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,159,155,4,314,104,"Indian Institute of Information Technology, Chittoor, Sri City",Computer Science,9.33,0,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2018,162,151,4,313,105,andhra university,Computer Science,7.5,3,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,168,155,4,323,113,Vellore Institute of Technology,Information Technology,7.94,0,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,164,151,3.5,315,108,Shiv Nadar University,Computer Science,7.91,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Spring 2020,162,141,3,303,88,MBM Engineering College,Computer Science,70,N/A,36 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,165,148,4,313,111,Maharashtra Institute of Technology,Information Technology,7.93,0,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,N/A,N/A,N/A,N/A,106,Vellore Institute of Technology,Computer Science,88,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,161,167,4.5,328,117,Thakur College of Engineering and Technology,Computer Science,6.05,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Spring 2020,159,160,4,319,112,The LNM Institute of Information Technology,ECE,7.17,1,42 Mo
Northeastern University,Admit,Artificial Intelligence,Spring 2020,163,146,3,309,7.5,Sastra University,Mechanical Engineering,8.54,1,41 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,167,154,3.5,321,98,Shri Ramdeobaba college of engineering and management.,Computer Science,9.45,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2018,156,154,4,310,111,JSPM Narhe Technical Campus,Computer Science,64,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,163,159,N/A,322,117,Muffakham Jah College of Engineering and Technology,Computer Science,8.8,1,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2018,146,140,3,286,6.5,"Pillai's Institute Of Information Technology (PIIT), New Panvel",Computer Science,6.87,0,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,164,147,5,311,112,Maharaja Agrasen Institute of Technology,Computer Science,7.8,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,165,157,3,322,104,Veermata Jijabai Technological Institute,ECE,7.9,1,0 Mo
Northeastern University,Reject,Artificial Intelligence,Spring 2020,156,147,3.5,303,7.5,Shah And Anchor Kutchhi Engineering College,Computer Science,7.41,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2019,167,155,3.5,322,8,NIIT University,Computer Science,7.9,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,160,149,3,309,99,Vishwakarma Institute of Information Technology,Computer Science,8.5,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Spring 2020,164,141,3,305,7,Vellore Institute of Technology,Civil Engineering,8.72,N/A,31 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,163,148,3.5,311,101,Vellore Institute of Technology,Computer Science,7.98,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,160,147,4,307,104,SRM University,Computer Science,80.62,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,165,152,4,317,103,SRM University,Computer Science,88.79,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,161,152,4,313,100,Manipal Institute of Technology,ECE,8.3,N/A,17 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,162,155,4,317,112,MAIT,Information Technology,7.3,1,28 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,163,158,5,321,109,psg institute of technology,Computer Science,8.48,1,20 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2019,158,152,3,310,7,Vellore Institute of Technology,Computer Science,7.4,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,166,158,4,324,117,Ashoka University,Computer Science,3.55,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2019,157,143,3.5,300,99,Lovely Professional University,Computer Science,8.26,N/A,29 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,170,158,4,328,110,Manipal Institute of Technology,Computer Science,8.48,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2018,162,147,N/A,309,N/A,LJ institute engineering and technology,Information Technology,8.4,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,163,154,4.5,317,109,SRM University,Computer Science,8.15,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,165,157,3.5,322,8,Vellore Institute of Technology,Computer Science,7.92,N/A,2 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,164,160,4,324,112,Vellore Institute of Technology,Computer Science,7.78,0,52 Mo
Northeastern University,Reject,Artificial Intelligence,Spring 2020,161,146,3,307,96,"School of Engineering and Technology, Jain University (SETJU)",Computer Science,8.41,1,24 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,156,154,3.5,310,7.5,"NMAM Institute of Technology, Nitte",EEE,9.66,N/A,37 Mo
Northeastern University,Admit,Artificial Intelligence,Spring 2020,169,158,3,327,102,IIITDM,Computer Science,8.3,N/A,41 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,163,156,4,319,107,Sri Venkateshwara College Of Engineering (SVCE),Computer Science,7.61,1,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,156,140,2.5,296,7,"CMR College of Engineering , Hyderabad",ECE,78.2,N/A,11 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,163,147,3,310,93,University of Mumbai,Computer Science,8.67,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,164,153,4,317,109,Rayat Bahra Institute of Engineering and Biotechnology,ECE,75,N/A,43 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,167,154,3,321,104,"Thapar University, Punjab",ECE,7.59,0,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2020,164,157,4.5,321,9,Ashoka University,Computer Science,85,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,163,158,4,321,7.5,NIT Nagpur,Computer Science,7.27,N/A,19 Mo
Northeastern University,Reject,Artificial Intelligence,Spring 2020,165,157,2,322,N/A,East West Institute Of Technology,ECE,60.69,1,19 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2018,170,158,4,328,111,"BITS Pilani, Goa Campus",Computer Science,8.44,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,164,153,3.5,317,103,Charotar University Of Science And Technology,Computer Science,8.53,0,9 Mo
Northeastern University,Admit,Artificial Intelligence,Spring 2020,159,151,3.5,310,101,Thakur College of Engineering and Technology,Information Technology,8.75,2,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,161,150,3.5,311,101,Pune Vidyarthi Griha's College Of Engineering And Technology,Computer Science,7.74,0,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,165,160,4.5,325,N/A,NMIMS Mukesh Patel School of Technology Management and Engineering,Computer Science,72.05,N/A,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,162,152,3.5,314,7,"Vishwakarma Institute of Technology, Pune",Mechanical Engineering,7.74,N/A,0 Mo
Northeastern University,Admit,Artificial Intelligence,Fall 2019,170,153,4,323,100,K. J. Somaiya College of Engineering,Computer Science,7.55,2,0 Mo
Northeastern University,Reject,Artificial Intelligence,Fall 2020,157,142,3,299,N/A,K. J. Somaiya College of Engineering,Computer Science,7.76,0,16 Mo
